station_id,station_name,longitude,latitude,elevation,start_date,end_date
laMCOP,Copiah  Mississippi,-90.3805555556,31.9497222222,45.72,2003-03-01,2015-12-31
laMCOV,Covington  Mississippi,-89.5163888889,31.7497222222,88.392,2003-12-01,2015-12-31
laMCPK,Camp Keller  Mississippi,-88.9819444444,30.5241666667,39.624,2005-12-01,2015-12-31
laMDRD,Delta Rd  Mississippi,-90.0,32.81,28.3464,2002-06-01,2013-02-28
laMGLP,Gulfport AP (FRWS5)  Mississippi,-89.0805555556,30.4119444444,8.5344,2005-09-01,2005-09-30
laMGRB,Grand Bay  Mississippi,-88.4288888889,30.4286111111,4.572,2003-02-01,2015-12-31
laMGRE,Greene  Mississippi,-88.6075,31.1741666667,47.5488,2004-01-01,2015-12-31
laMH41,Highway 41  Mississippi,-88.8647222222,34.0902777778,97.536,1997-05-01,2015-12-31
laMHCK,Hancock  Mississippi,-89.4133333333,30.6152777778,82.296,2002-12-01,2015-12-31
laMHOL,Holmes  Mississippi,-90.1983333333,33.2211111111,6.7056,2004-12-01,2015-12-31
laMLAU,Lauderdale  Mississippi,-88.4566666667,32.3675,67.3608,2004-01-01,2015-12-31
laMMAR,Marion  Mississippi,-89.9225,31.2113888889,115.824,2002-12-01,2015-12-31
laMMLO,Mt. Longleaf  Alabama,-85.7619444444,33.7186111111,320.04,2005-12-01,2015-01-31
laMMNR,Monroe  Mississippi,-88.3466666667,33.7938888889,107.8992,2004-01-01,2015-12-31
laMNES,Neshoba  Mississippi,-89.0988888889,32.7275,168.8592,2004-01-01,2015-12-31
laMNOX,Noxubee  Mississippi,-88.7925,33.2763888889,106.68,2003-02-01,2015-12-31
laMPKE,Pike  Mississippi,-90.4780555556,31.1869444444,111.5568,2003-12-01,2015-12-31
laMPPV,Poplarville  Mississippi,-89.5461111111,30.6677777778,94.488,2005-09-01,2005-12-31
laMRAG,Ragland Hills  Mississippi,-89.1783333333,31.2041666667,86.868,2012-01-01,2015-12-31
laMRDG,Ridgeland  Mississippi,-89.9730555556,33.5258333333,106.68,2000-04-01,2012-06-30
laMSAN,Sandhill Crane  Mississippi,-88.6616666667,30.4527777778,7.62,2002-12-01,2015-12-31
laMTIS,Tishomingo  Mississippi,-88.2177777778,34.7888888889,91.44,2004-08-01,2015-12-31
laMTOM,Tombigbee  Mississippi,-89.1388888889,33.2805555556,167.64,2003-11-01,2015-12-31
laMTUP,Tupelo  Mississippi,-88.7069444444,34.3305555556,97.536,2005-12-01,2015-12-31
laMWAU,Wausau  Mississippi,-88.8888888889,31.5241666667,95.0976,2002-03-01,2015-12-31
laMWIN,Winborn  Mississippi,-89.3141666667,34.6202777778,152.4,2002-04-01,2015-11-30
laMWRR,Warren  Mississippi,-90.8438888889,32.3563888889,75.5904,2004-01-01,2008-04-30
laMYAL,Yallabusha  Mississippi,-89.7966666667,33.9858333333,112.776,2005-12-01,2015-12-31
laN7MR,7 Mile Ridge  North Carolina,-82.6502777778,35.8030555556,661.7208,2004-01-01,2015-12-31
laNALG,Alligator River NWR  N. Carolina,-75.5230555556,35.5130555556,2.1336,2003-02-01,2005-05-31
laNBAC,Back Island  North Carolina,-77.7219444444,34.5327777778,6.096,2002-05-01,2015-12-31
laNBFT,Beaufort  North Carolina,-76.9313888889,35.5205555556,7.62,2003-01-01,2015-12-31
laNBUS,Busick  North Carolina,-82.1916666667,35.7694444444,881.4816,2003-02-01,2015-12-31
laNCAS,Caswell Game Lands  N. Carolina,-79.2919444444,36.3855555556,176.784,2002-08-01,2015-12-31
laNCDI,Cedar Island  North Carolina,-76.2969444444,35.0019444444,1.524,2003-02-01,2015-12-31
laNCHE,Cheoah  North Carolina,-83.8166666667,35.3333333333,640.08,2003-02-01,2015-12-31
laNCOW,Cow Mountain  North Carolina,-83.3272222222,35.4794444444,728.472,2006-04-01,2015-12-31
laNCRN,Croatan  North Carolina,-76.8666666667,34.7833333333,6.096,2003-02-01,2015-12-31
laNDAV,Davidson River  North Carolina,-82.7786111111,35.3505555556,975.36,2004-01-01,2015-12-31
laNDBR,DARE Bomb Range  North Carolina,-75.8522222222,35.7608333333,0.9144,2008-02-01,2015-12-31
laNDRO,Drowning Creek  North Carolina,-79.505,35.0305555556,121.92,2004-12-01,2015-12-31
laNDUK,Duke Forest  North Carolina,-79.0916666667,35.9666666667,172.212,2000-03-01,2015-12-31
laNELI,Elizabeth City  North Carolina,-76.2780555556,36.3469444444,4.572,2004-12-01,2015-12-31
laNFAI,Fairfield  North Carolina,-76.2230555556,35.5416666667,3.048,2003-02-01,2015-08-31
laNFBR,Fort Bragg  North Carolina,-79.0644444444,35.1397222222,142.9512,2000-02-01,2015-12-31
laNFIN,Finch's Station  North Carolina,-78.0227777778,35.4280555556,26.5176,2004-12-01,2015-12-31
laNFRT,Fire Tower  North Carolina,-77.2916666667,34.6113888889,6.096,2003-02-01,2005-05-31
laNGRC,Greens Cross  North Carolina,-76.8916666667,36.0175,12.8016,2002-04-01,2015-12-31
laNGRF,Grandfather  North Carolina,-82.0438888889,35.7563888889,487.68,2003-02-01,2015-12-31
laNGUI,Guion Farm  North Carolina,-82.59,35.2133333333,792.48,1999-10-01,2015-11-30
laNHIG,Highlands  North Carolina,-83.2177777778,35.0836111111,1158.24,2003-02-01,2015-11-30
laNHOF,Hofmann Forest  North Carolina,-77.3219444444,34.825,12.8016,2002-08-01,2015-12-31
laNIPS,IP Station  North Carolina,-82.9130555556,35.6494444444,1612.6968,2011-01-01,2015-12-31
laNJCY,Jackson County  North Carolina,-82.2,35.3166666667,853.44,2002-07-01,2015-12-31
laNJES,Jessen Station,-82.3791666667,36.0527777778,1107.6432,2011-04-01,2014-11-30
laNLEN,Lenoir  North Carolina,-81.4966666667,35.9316666667,345.948,2003-02-01,2005-05-31
laNLEX,Lexington  North Carolina,-80.3119444444,35.7922222222,228.6,2002-08-01,2015-12-31
laNLSP,Laurel Springs  North Carolina,-81.2833333333,36.4,914.4,2002-10-01,2013-05-31
laNLUM,Lumberton  North Carolina,-79.085,34.595,36.576,2013-11-01,2015-12-31
laNMAC,Mackay Island  North Carolina,-75.9886111111,36.5275,0.6096,2001-07-01,2005-05-31
laNMTI,Mt. Island Lake  North Carolina,-80.9925,35.3788888889,152.4,2003-01-01,2015-12-31
laNNAC,Nature Conservancy North Carolina,-78.2902777778,34.0483333333,16.764,2000-12-01,2015-12-31
laNNCP,North Cove Pinnacle  N. Carolina,-81.9372222222,35.8166666667,780.288,2002-03-01,2015-12-31
laNNWB,New Bern  North Carolina,-77.1108333333,35.0966666667,6.096,2003-02-01,2015-12-31
laNPOC,Pocosin Lakes  North Carolina,-76.5108333333,35.7469444444,1.8288,2002-12-01,2015-10-31
laNRAV,Raven Knob  North Carolina,-80.8569444444,36.4755555556,396.24,2005-12-01,2015-12-31
laNRCK,Rockingham  North Carolina,-79.69,34.96,121.92,2000-02-01,2013-08-31
laNREN,Rendezvous Mtn  North Carolina,-81.2975,36.2275,726.6432,2002-07-01,2015-11-30
laNRKM,Rocky Mount  North Carolina,-77.7986111111,35.9730555556,32.004,2002-07-01,2013-10-31
laNRUT,Rutherford County  North Carolina,-81.9394444444,35.4286111111,321.8688,2002-05-01,2015-12-31
laNSND,Sandy Run  North Carolina,-77.4875,34.6119444444,12.192,2003-02-01,2015-12-31
laNSTC,Stackrock Creek (FR2) North Carolina,-81.7991666667,36.07,883.92,2004-12-01,2008-02-29
laNSUN,Sunny Point  North Carolina,-77.9580555556,34.0027777778,9.144,2002-01-01,2015-12-31
laNSUT,Sutton Top  North Carolina,-83.0519444444,35.7313888889,914.4,2003-02-01,2005-02-28
laNTUR,Turnbull Creek  North Carolina,-78.5816666667,34.6830555556,30.48,2002-05-01,2015-12-31
laNTUS,Tusquitee  North Carolina,-84.06,35.04,698.9064,2003-02-01,2015-12-31
laNTYL,Taylorsville  North Carolina,-81.1366666667,35.9116666667,352.044,2004-12-01,2015-11-30
laNUWH,Uwharrie (Troy)  North Carolina,-79.8666666667,35.3666666667,164.592,2003-02-01,2015-12-31
laNWAY,Wayah  North Carolina,-83.4030555556,35.1666666667,658.368,2003-02-01,2015-12-31
laNWHI,Whiteville  North Carolina,-78.7286111111,34.3361111111,30.48,1999-09-01,2015-12-31
laNWRR,Warrenton  North Carolina,-78.0994444444,36.3613888889,132.588,2013-10-01,2015-11-30
laSACE,Ace Basin  South Carolina,-80.3988888889,32.6583333333,2.7432,2010-03-01,2015-12-31
laSANP,Andrew Pickens  South Carolina,-83.125,34.8116666667,487.68,1997-02-01,2015-12-31
laSCAR,Carolina Sandhills  S. Carolina,-80.2741666667,34.6619444444,120.0912,2002-12-01,2015-11-30
laSCON,Congaree  South Carolina,-80.7811111111,33.815,37.1856,2003-11-01,2015-12-31
laSHOR,Horry  South Carolina,-79.085,33.9369444444,2.4384,2015-04-01,2015-12-31
laSKIN,Kings Mountain  South Carolina,-81.4022222222,35.1455555556,249.936,2004-01-01,2015-08-31
laSLON,Long Cane  South Carolina,-82.1425,33.9227777778,116.7384,2012-11-01,2015-12-31
laSMCR,McCrady Training Center  South Carolina,-80.7397222222,34.0397222222,74.676,2014-07-01,2015-12-31
laSSAT,Santee NWR  South Carolina,-80.4413888889,33.5575,23.7744,2004-12-01,2015-11-30
laSSAV,Savannah NWR  South Carolina,-81.0833333333,32.1,3.048,2002-12-01,2015-11-30
laSSV1,Savraw  South Carolina,-81.6836111111,33.3622222222,94.488,2003-02-01,2015-12-31
laSSV2,Savriv  South Carolina,-81.5905555556,33.2105555556,118.872,1998-07-01,2015-12-31
laSWAM,WAMBAW  South Carolina,-79.6686111111,32.9741666667,5.7912,2012-11-01,2015-12-31
laSWHI,Whitmire  South Carolina,-81.6,34.6333333333,155.448,1997-02-01,2015-09-30
laSWIT,Witherbee  South Carolina,-79.8305555556,33.1597222222,17.9832,1997-02-01,2015-05-31
laTBIG,Big South  Tennessee,-84.6541666667,36.475,440.436,2000-10-01,2015-12-31
laTBLE,Bledsoe SF  Tennessee,-85.2733333333,35.6819444444,542.544,2003-10-01,2015-12-31
laTBUR,Burns  Tennessee,-87.2830555556,36.065,215.1888,2003-10-01,2015-11-30
laTCAM,Camden Tower  Tennessee,-88.1686111111,36.0661111111,156.0576,2003-10-01,2015-11-30
laTCHC,Chickasaw SF  Tennessee,-88.8291666667,35.3725,151.1808,2004-01-01,2015-11-30
laTCHE,Cherokee  Tennessee,-83.2069444444,35.6197222222,1036.32,2002-02-01,2015-12-31
laTCHU,Chuck Swan SF  Tennessee,-83.8986111111,36.3688888889,505.0536,2003-10-01,2015-12-31
laTCOK,Coker Creek  Tennessee,-84.275,36.28,518.16,1997-10-01,2011-10-31
laTCRO,Crossville Area Office  Tennessee,-84.9972222222,35.9177777778,539.496,2003-10-01,2015-11-30
laTFCL,Fort Campbell  Tennessee,-87.5369444444,36.6255555556,166.116,2004-12-01,2015-12-31
laTHAM,Hamblen Co HQ  Tennessee,-83.2772222222,36.2572222222,354.4824,2003-10-01,2015-12-31
laTIND,Indian Grave  Tennessee,-83.8083333333,35.6236111111,822.96,1997-02-01,2015-12-31
laTJCT,Jefferson Co Tower  Tennessee,-83.4886111111,36.0702777778,533.4,2003-10-01,2010-07-31
laTLAY,Lafayette Work Center  Tennessee,-86.0027777778,36.5411111111,295.656,2003-10-01,2015-12-31
laTLEW,Lewisburg Tower  Tennessee,-86.7658333333,35.3816666667,350.52,2003-10-01,2015-11-30
laTMEI,Meigs EOC  Tennessee,-84.7930555556,35.5208333333,231.648,2003-10-01,2015-11-30
laTMER,Meriwether Lewis  Tennessee,-87.4577777778,35.3208333333,262.128,1997-05-01,2015-01-31
laTNLI,Watuaga  Tennessee,-82.3722222222,36.2013888889,877.824,2009-03-01,2012-02-29
laTPRE,Prentice Cooper SF  Tennessee,-85.4277777778,35.1302777778,585.216,2003-10-01,2015-11-30
laTSHI,Shiloh NMP  Tennessee,-88.3216666667,35.155,128.016,2003-10-01,2015-11-30
laTTOW,Tow String  Tennessee,-83.285,35.5361111111,912.5712,2006-03-01,2015-12-31
laTUNI,Unicoi  Tennessee,-82.45,36.1333333333,731.52,2001-10-01,2009-12-31
laTWES,Lenoir City  Tennessee,-84.3308333333,35.84,377.952,2003-10-01,2015-12-31
ndAARM,Armstead Mountain  Arkansas,-92.8191666667,35.5730555556,292.608,2005-12-01,2015-12-31
ndABLS,Blanchard Springs  Arkansas,-92.1941666667,35.9744444444,365.76,2005-12-01,2015-12-31
ndABLU,Bluff City  Arkansas,-93.1625,33.6922222222,109.728,2004-01-01,2015-12-31
ndABNV,Booneville  Arkansas,-93.895,35.1427777778,104.5464,1998-04-01,2015-11-30
ndACMP,Compton  Arkansas ,-93.3569444444,36.0677777778,720.852,2008-12-01,2015-12-31
ndADVK,Devils Knob  Arkansas,-93.3333333333,35.6111111111,640.08,1999-03-01,2015-12-31
ndAEVE,Evening Shade  Arkansas,-91.5647222222,36.1052777778,164.592,2004-07-01,2015-12-31
ndAFEL,Felsenthal  Arkansas,-92.1911111111,33.1555555556,32.004,2004-12-01,2015-12-31
ndAGUY,Guy  Arkansas,-92.2761111111,35.3266666667,185.928,2004-05-01,2015-12-31
ndAJES,Jessieville  Arkansas,-93.0702777778,34.6577777778,274.32,1998-04-01,2015-12-31
ndAMRI,Marianna  Arkansas,-90.7222222222,34.7561111111,77.1144,2005-12-01,2015-12-31
ndAODE,Oden  Arkansas,-93.8061111111,34.6241666667,273.1008,1998-06-01,2015-12-31
ndAPNS,Poinsett  Arkansas,-90.6852777778,35.5327777778,102.108,2004-09-01,2015-12-31
ndAR12,FRWS-12 Buffalo City  Arkansas,-92.4594444444,36.1588888889,274.32,2003-02-01,2003-11-30
ndASHE,Sheridan  Arkansas,-92.3927777778,34.2725,82.296,2004-09-01,2015-12-31
ndASIL,Silver Hill  Arkansas,-92.7458333333,35.97,283.464,1998-05-01,2015-12-31
ndASTF,St. Francis  Arkansas,-90.7219444444,34.7555555556,91.44,2007-01-01,2008-09-30
ndASTK,Strickler  Arkansas,-94.2969444444,35.8683333333,497.7384,1999-02-01,2015-12-31
ndAUAM,UAM  Arkansas,-91.8058333333,33.5869444444,55.7784,2005-12-01,2015-12-31
ndIBAI,Bailly  Indiana,-87.0877777778,41.6316666667,197.2056,2003-02-01,2015-12-31
ndIDES,Desoto  Iowa,-96.0833333333,41.5333333333,223.1136,2002-11-01,2015-12-31
ndIHAR,Hardin Ridge  Indiana,-86.4227777778,39.0,228.6,2002-07-01,2015-11-30
ndILBK,Loess Hills TNC Broken  Iowa,-96.5819444444,42.6980555556,334.6704,2004-08-01,2015-12-31
ndILHH,Loess Hills Hitchcock  Iowa,-95.8536111111,41.4216666667,384.048,2005-12-01,2015-12-31
ndILOE,Loess Hills State Forest  Iowa,-95.9280555556,41.8322222222,326.136,2004-07-01,2015-12-31
ndINEA,Neal Smith  Iowa,-93.2583333333,41.5666666667,273.7104,2002-11-01,2015-12-31
ndISHI,Shimek State Forest  Iowa,-91.7244444444,40.6475,198.4248,2004-12-01,2015-12-31
ndISTE,Stephens State Forest  Iowa,-93.4763888889,40.995,292.608,2004-10-01,2015-12-31
ndISUL,Sullivan  Indiana,-87.3525,39.075,161.8488,2005-12-01,2014-06-30
ndITPL,Tipsaw Lake  Indiana,-86.625,38.125,218.8464,2002-07-01,2015-06-30
ndITWR,The Tower  Indiana,-86.0027777778,38.6913888889,282.5496,2005-12-01,2014-06-30
ndIYRS,Yellow River State Forest  Iowa,-91.2441666667,43.1738888889,198.7296,2004-11-01,2015-12-31
ndKCIM,Cimarron  Kansas,-101.900277778,37.1408333333,1078.3824,2002-08-01,2015-12-31
ndKFLH,State Line  Kansas,-94.67,38.24,243.84,2005-12-01,2015-12-31
ndKKIR,Kirwin  Kansas,-99.2341666667,39.6652777778,529.4376,2008-02-01,2015-11-30
ndKPOT,Potawatomi  Kansas,-95.8538888889,39.3430555556,335.28,2008-10-01,2015-12-31
ndKSTA,Stafford  Kansas,-98.5,38.1669444444,540.4104,2003-02-01,2015-12-31
ndKTAL,Tallgrass Prairie  Kansas,-96.5608333333,38.435,399.288,2002-04-01,2015-12-31
ndMAGA,Agassiz  Minnesota,-95.87,48.5,280.416,2002-11-01,2015-11-30
ndMASH,Ashland  Missouri,-92.2569444444,38.8119444444,243.2304,2004-01-01,2015-12-31
ndMATL,Atlanta  Missouri,-92.5205555556,39.8697222222,256.032,2003-08-01,2015-12-31
ndMAVA,Ava  Missouri,-92.65,36.9430555556,399.5928,2001-02-01,2015-12-31
ndMBAU,Baudette  Minnesota,-94.6172222222,48.6702777778,339.2424,2003-01-01,2015-12-31
ndMBDA,Badoura  Minnesota,-94.7258333333,46.8608333333,432.816,2003-01-01,2015-12-31
ndMBEM,Bemidji  Minnesota,-94.9280555556,47.5033333333,419.7096,2003-01-01,2015-06-30
ndMBOT,Missouri Botanical Garden - St. Louis  Missouri,-90.2608333333,38.6127777778,155.448,2012-10-01,2015-12-31
ndMBRN,Brainerd  Minnesota,-94.1272222222,46.4005555556,371.856,2003-05-01,2015-12-31
ndMBRS,Branson  Missouri,-93.2169444444,36.6944444444,312.42,2003-06-01,2005-05-31
ndMBSP,Big Spring  Missouri,-91.0180555556,36.975,304.8,2003-02-01,2015-12-31
ndMBST,Big Stone NWR  Minnesota,-96.3416666667,45.2611111111,267.6144,2004-12-01,2015-12-31
ndMCAR,Carr Creek        Missouri,-91.1180555556,37.1805555556,426.72,2001-02-01,2015-12-31
ndMCED,Cedar Mountain  Missouri,-90.3755555556,37.4533333333,294.132,2003-01-01,2004-03-31
ndMCHI,Chillicothe  Missouri,-93.485,39.7683333333,237.744,2003-08-01,2015-12-31
ndMCLI,MDC Clinton Hqtrs  Missouri,-93.7747222222,38.3483333333,228.6,2003-07-01,2015-12-31
ndMCLK,Cass Lake  Minnesota,-94.615,47.3777777778,396.24,2003-05-01,2015-11-30
ndMCOU,Council Bluff  Missouri,-90.9338888889,37.7222222222,402.9456,2010-08-01,2015-12-31
ndMCSA,Carlos Avery  Minnesota,-93.1011111111,45.3027777778,274.32,2003-05-01,2015-12-31
ndMCUT,Cutfoot  Minnesota,-94.0544444444,47.5363888889,396.24,2004-12-01,2015-11-30
ndMDET,Detroit Lakes  Minnesota,-95.8463888889,46.8488888889,422.148,2002-11-01,2015-12-31
ndMDON,Doniphan  Missouri,-90.8238888889,36.6269444444,193.548,2001-02-01,2015-12-31
ndMEFF,Effie  Minnesota,-93.6461111111,47.7794444444,408.432,2003-01-01,2015-12-31
ndMELY,Ely  Minnesota,-91.8666666667,47.8833333333,443.484,2003-03-01,2015-12-31
ndMEMI,Eminence  Missouri,-91.3733333333,37.1866666667,371.856,2003-08-01,2005-05-31
ndMFAR,Farmington  Missouri,-90.0,37.7616666667,288.3408,2003-02-01,2015-12-31
ndMFER,Fernberg  Minnesota,-91.4947222222,47.9461111111,518.16,2001-09-01,2015-12-31
ndMGPO,Grand Portage  Minnesota,-89.78,47.9502777778,365.76,2004-08-01,2015-12-31
ndMHIB,Hibbing  Minnesota,-92.8347222222,47.3919444444,411.48,2003-01-01,2015-12-31
ndMHIL,Hill City  Minnesota,-93.6041666667,47.0375,408.432,2003-01-01,2015-10-31
ndMISA,Isabella  Minnesota,-91.4083333333,47.6302777778,606.552,2003-05-01,2015-12-31
ndMITA,Itasca  Minnesota,-95.19,47.24,451.104,2003-05-01,2015-12-31
ndMKAB,Kabnam  Minnesota,-93.05,48.4416666667,106.68,2003-03-01,2015-12-31
ndMKET,Ketfalls  Minnesota,-92.6405555556,48.5033333333,353.568,2005-06-01,2014-05-31
ndMKLL,Kelliher  Minnesota,-94.455,47.9425,412.0896,2003-01-01,2015-12-31
ndMLTC,Litchfield  Minnesota,-94.5302777778,45.0719444444,327.9648,2004-12-01,2015-12-31
ndMLTF,Little Falls  Minnesota,-94.3444444444,45.9513888889,350.52,2003-05-01,2015-12-31
ndMLTT,Littlefork  Minnesota,-93.5641666667,48.3894444444,344.7288,2003-01-01,2015-12-31
ndMMCK,Macks Creek  Missouri,-92.9011111111,37.9680555556,332.232,2003-02-01,2014-05-31
ndMMEA,Meander  Minnesota,-92.1588888889,48.1197222222,416.9664,2003-01-01,2015-12-31
ndMMGR,Mountain Grove  Missouri,-92.2666666667,37.15,443.484,2003-02-01,2005-05-31
ndMMLK,Moose Lake  Minnesota,-92.8008333333,46.4202777778,326.136,2003-01-01,2015-12-31
ndMMNV,Minnesota Valley NWR  Minnesota,-93.6358333333,44.7163888889,257.556,2005-12-01,2015-12-31
ndMMOR,Mora  Minnesota,-93.2697222222,45.89,308.4576,2003-05-01,2015-12-31
ndMMTV,Mt. Vernon  Missouri,-93.8972222222,37.0711111111,376.428,2003-07-01,2015-12-31
ndMORR,Orr  Minnesota,-92.8572222222,48.0188888889,403.86,2003-01-01,2015-06-30
ndMPIE,Piedmont  Missouri,-90.0,37.1291666667,237.744,2003-02-01,2005-05-31
ndMRBY,Roby  Missouri,-92.1163888889,37.5216666667,391.3632,2012-01-01,2015-12-31
ndMRDS,Redstn  Minnesota,-96.2666666667,44.0333333333,505.968,2005-12-01,2015-12-31
ndMRIC,Rice Lake  Minnesota,-93.2875,46.5372222222,361.188,2004-12-01,2015-12-31
ndMROS,Roseau  Minnesota,-95.7,48.85,319.1256,2003-01-01,2015-06-30
ndMSAG,Saginaw  Minnesota,-92.4616666667,46.8436111111,405.384,2003-05-01,2015-06-30
ndMSAL,Salem  Missouri,-91.6194444444,37.6388888889,377.952,2003-02-01,2005-05-31
ndMSCX,St. Croix  Minnesota,-92.6175,45.9716666667,280.416,2012-07-01,2014-07-31
ndMSEA,Seagull  Minnesota,-90.9,48.1,435.864,2003-05-01,2015-12-31
ndMSHE,Sherburne  Minnesota,-93.7502777778,45.5325,352.9584,2002-11-01,2015-12-31
ndMSIN,Sinkin  Missouri,-91.2594444444,37.5013888889,406.2984,2001-02-01,2015-12-31
ndMSUL,Sullivan  Missouri,-91.15,38.2338888889,281.0256,2003-02-01,2015-12-31
ndMWCR,Wilson's Creek  Missouri,-93.4166666667,37.1166666667,366.0648,2003-02-01,2005-05-31
ndNAGA,Agate  Nebraska,-103.735833333,42.425,1325.2704,1997-07-01,2015-12-31
ndNALP,Alpha  North Dakota,-100.566666667,47.9666666667,482.8032,2005-12-01,2013-06-30
ndNARR,Arrowwood 2  North Dakota,-98.8666666667,47.2666666667,463.296,1997-08-01,2015-12-31
ndNBES,Bessy              Nebraska,-100.310833333,41.8975,897.0264,1987-11-01,2015-12-31
ndNBR1,Bravo 01  Nebraska,-103.995,41.51,1603.248,2003-04-01,2013-04-30
ndNCHA,Charlie  North Dakota,-101.001666667,47.7133333333,598.6272,2004-12-01,2014-04-30
ndNCRE,Crescent Lake  Nebraska,-102.437777778,41.7611111111,1188.72,1997-06-01,2015-12-31
ndNCRO,Crosby  North Dakota,-104.002222222,48.9680555556,650.4432,2001-07-01,2015-12-31
ndNDEV,Devils Lake        North Dakota,-98.9075,47.9852777778,466.344,1993-08-01,2015-12-31
ndNECH,Echo 01  Nebraska,-103.983055556,41.1025,1609.344,1999-10-01,2013-04-30
ndNECO,Echo  North Dakota,-101.666666667,47.75,640.3848,2001-03-01,2013-09-30
ndNFX1,Fox 01  Nebraska,-103.488333333,41.3636111111,1452.9816,2003-04-01,2013-04-30
ndNHAM,Hampden  North Dakota,-98.6236111111,48.5280555556,482.1936,2002-12-01,2015-12-31
ndNHOT,Hotel  North Dakota,-102.216666667,47.9666666667,578.2056,2001-03-01,2013-07-31
ndNJCL,J. Clark Salyer  North Dakota,-100.43,48.37,381.0,2002-04-01,2015-12-31
ndNKIN,Kings Canyon        Nebraska,-102.971388889,42.7238888889,1243.584,1989-09-01,2015-12-31
ndNKNR,Knife River  North Dakota,-101.377777778,47.3263888889,518.16,2005-12-01,2015-12-31
ndNLIM,Lima  North Dakota,-102.268333333,48.79,598.0176,2002-01-01,2013-06-30
ndNLLK,Long Lake NWR  North Dakota,-100.238333333,46.6813888889,559.308,2005-12-01,2015-12-31
ndNLOS,Lostwood  North Dakota,-102.4,48.6333333333,691.896,1997-06-01,2015-12-31
ndNPAI,Painted Canyon  North Dakota,-103.377777778,46.895,829.3608,2004-12-01,2015-12-31
ndNRAI,Rainwater Basin  Nebraska,-98.17,40.5688888889,545.592,2005-12-01,2015-12-31
ndNSCK,Sand Creek  North Dakota,-103.518333333,46.5455555556,822.96,1997-08-01,2015-12-31
ndNSCO,Scotts Bluff  Nebraska,-103.7,41.8166666667,1287.4752,2001-08-01,2015-12-31
ndNSHY,Sheyenne  North Dakota,-97.3161111111,46.4658333333,326.136,1997-07-01,2015-12-31
ndNSOL,Soldier Creek   Nebraska,-103.55,42.7416666667,1377.696,1987-11-01,1989-07-31
ndNTAT,Tatanka Prairie  North Dakota,-100.901388889,46.1602777778,705.9168,2008-09-01,2015-12-31
ndNTEW,Tewaukon  North Dakota,-97.375,46.0,357.5304,1997-07-01,2008-06-30
ndNTMT,Turtle Mountain  North Dakota,-99.8383333333,48.8091666667,566.6232,2008-09-01,2015-12-31
ndNVAL,Valentine  Nebraska,-100.523055556,42.4838888889,892.1496,2002-10-01,2015-12-31
ndNWAT,Watford City  North Dakota,-103.286666667,47.7802777778,659.892,1997-07-01,2015-06-30
ndOBRB,Broken Bow  Oklahoma,-94.7372222222,34.05,152.4,1999-02-01,2015-12-31
ndOCHY,Cheyenne  Oklahoma,-99.9047222222,35.7080555556,716.8896,2007-09-01,2015-12-31
ndOCLV,Clearview  Oklahoma,-96.1961111111,35.4252777778,298.704,2012-10-01,2015-12-31
ndOKIA,Kiamichi  Oklahoma,-94.9830555556,34.7558333333,207.264,1998-05-01,2015-06-30
ndOOSA,Osage  Oklahoma,-96.3402777778,36.6702777778,263.652,2012-10-01,2015-12-31
ndOWIC,Wichita             Oklahoma,-98.7458333333,34.7744444444,548.64,1992-03-01,2015-12-31
ndSBAK,Baker Park  South Dakota,-103.425,43.9791666667,1424.6352,2001-10-01,2015-12-31
ndSBEA,Bear Creek          South Dakota,-101.476666667,45.0572222222,697.992,1993-08-01,2015-12-31
ndSCAM,Camp Crook          South Dakota,-103.991666667,45.5625,950.976,1990-05-01,2007-07-31
ndSCSP,Custer State Park  South Dakota,-103.354166667,43.7286111111,1203.96,2008-11-01,2015-12-31
ndSCUS,Custer  South Dakota,-103.633333333,43.75,1584.96,2000-05-01,2015-12-31
ndSELK,WICA-Elk Mountain  South Dakota,-103.491388889,43.5608333333,1252.728,1996-06-01,2015-12-31
ndSFMD,Fort Mead QD  South Dakota,-103.478888889,44.4069444444,1014.984,2004-12-01,2009-01-31
ndSFOP,Fort Pierre  South Dakota,-100.301388889,44.1152777778,693.1152,2003-07-01,2015-12-31
ndSGRR,Grand River  South Dakota,-101.062777778,45.6141666667,644.0424,2010-06-01,2015-12-31
ndSHUR,Huron  South Dakota,-98.77,44.2411111111,571.8048,2003-11-01,2015-06-30
ndSIND,Indian Butte  South Dakota,-103.912777778,45.1394444444,1036.32,2005-12-01,2015-12-31
ndSLAN,Lake Andes  South Dakota,-98.7591666667,43.2586111111,521.208,2003-11-01,2015-12-31
ndSMAG,Magpie Creek       South Dakota,-101.144444444,43.3180555556,865.632,1987-04-01,2015-12-31
ndSMRC,Marshall Co.  South Dakota,-97.4508333333,45.8038888889,612.648,2008-06-01,2015-12-31
ndSMRU,Mt. Rushmore  South Dakota,-103.458333333,43.875,1645.92,2000-10-01,2015-12-31
ndSNEM,Nemo               South Dakota,-103.509722222,44.1916666667,1415.4912,1993-05-01,2015-12-31
ndSPIN,Porcupine          South Dakota,-102.271111111,43.29,341.9856,1992-06-01,2015-12-31
ndSPNN,Pinnacles  South Dakota,-102.204166667,43.8822222222,942.4416,1998-07-01,2015-12-31
